"","CSM1","CSM2","CSM3","WRM1","WRM2","WRM3"
"mus301",68.642411302653,72.781676721958,48.7376605897822,45.9863415775852,59.7017315278252,40.3291013729297
"mus302",0,0,0,0,0,0
"mus304",215.595179161854,224.246247197384,224.361299611583,158.278571011224,123.318330696819,120.987304118789
"mus312",0,0,0,0,0,0
"mus81",8.7011507285053,16.720114922612,16.8060898585456,23.5278956908575,22.510488936721,24.6455619501237
"muskelin",0,7.86828937534681,4.20152246463639,2.13889960825978,0,1.12025281591471
"mute",54.1404934218108,45.2426639082441,70.5855774058914,27.8056949073771,26.4253565778898,40.3291013729297
"mv",717.361537838993,725.849694875743,766.357697549678,747.545413086792,757.526888566175,767.373178901579
"mwh",24.169863134737,21.6377957822037,24.3688302948911,2.13889960825978,10.7658860132144,8.96202252731772
"mxc",0,0.983536171918351,0.840304492927279,5.34724902064944,0,1.12025281591471
"mxt",133.417644503748,105.238370395264,115.121715531037,111.222779629508,108.637577042436,89.6202252731772
"myd",1.93358905077896,2.95060851575505,2.52091347878184,0,3.91486764116886,3.36075844774414
"myo",101.513425165895,98.3536171918351,102.517148137128,99.4588317840796,116.467312324774,125.468315382448
"mys",6.76756167772635,7.86828937534681,21.007612323182,5.34724902064944,11.7446029235066,17.9240450546354
"nAChRalpha1",363.514741546444,258.670013214526,404.186461098021,427.779921651955,371.912425911042,351.75938419722
"nAChRalpha2",0,0,0,0,0,0
"nAChRalpha3",191.425316027117,121.958485317875,215.958254682311,250.251254166394,253.487679765684,262.139158924043
"nAChRalpha4",6.76756167772635,1.9670723438367,2.52091347878184,0,3.91486764116886,3.36075844774414
"nAChRalpha5",160.487891214653,78.6828937534681,126.045673939092,156.139671402964,146.807536543832,97.4619949845802
"nAChRalpha6",0,0,0,0,0,0
"nAChRalpha7",0.966794525389478,0.983536171918351,0,0,0,2.24050563182943
"nAChRbeta1",1072.17512865693,778.960648159334,1017.60874093493,1140.03349120246,1106.9288255405,1218.83506371521
"nAChRbeta2",33.8378083886317,20.6542596102854,45.3764426180731,12.8333976495587,13.702036744091,22.4050563182943
"nAChRbeta3",0,0,0,0,0,0
"nSMase",694.158469229645,692.409465030519,620.985020273259,764.65660995287,662.59134826783,565.727672036931
"nSyb",19.3358905077896,9.83536171918351,26.8897437736729,36.3612933404162,40.1273933219809,22.4050563182943
"na",0.966794525389478,1.9670723438367,6.72243594341823,7.48614862890922,4.89358455146108,1.12025281591471
"nab",0,0,0,0,0,0
"nac",81.2107401327162,75.732285237713,57.9810100119822,70.5836870725726,90.0419557468839,96.3417421686654
"nahoda",67.6756167772635,57.0450979712643,78.1483178422369,55.6113898147542,88.0845219262994,82.8987083776889
"nan",0,0,0,0,0,0
"nanos",0,0,0,0,0,0
"narya",7.73435620311583,1.9670723438367,4.20152246463639,3.20834941238967,0.978716910292216,2.24050563182943
"natalisin",0,0,0,0,0,0
"nau",0,0,0,0,0,0
"naz",1.93358905077896,7.86828937534681,2.52091347878184,1.06944980412989,5.8723014617533,8.96202252731772
"nbs",0,0,0,0,0,0
"ncd",1.93358905077896,0.983536171918351,4.20152246463639,0,0,0
"nclb",115.048548521348,139.662136412406,121.844151474455,217.098310238367,169.318025480553,159.075899859889
"ncm",312.274631700801,282.274881340567,343.684537607257,483.39131146671,412.039819233023,401.050508097468
"ndl",3.86717810155791,9.83536171918351,10.9239584080546,12.8333976495587,5.8723014617533,8.96202252731772
"neb",536.57096159116,506.521128537951,515.946958657349,405.321475765228,297.529940728834,306.949271560632
"nebu",106.347397792843,116.057268286365,102.517148137128,119.778378062548,118.424746145358,141.151854805254
"nec",898.152114086825,1123.19830833076,558.80248779664,1363.54850026561,1405.43748317962,1348.78439036132
"nej",11.6015343046737,7.86828937534681,26.0494392807456,32.0834941238967,8.80845219262994,22.4050563182943
"nemy",303.573480972296,338.336443139913,366.372758916294,253.459603578784,221.190021726041,349.518878565391
"nenya",4.83397262694739,1.9670723438367,8.40304492927279,0,6.85101837204551,4.48101126365886
"neo",0,0,0,0,0,0
"nerfin-1",0,0.983536171918351,3.36121797170912,0,4.89358455146108,1.12025281591471
"nerfin-2",0,0,0,0,0,0
"nero",305.507070023075,316.698647357709,285.703527595275,335.807238496785,344.50835242286,341.677108853988
"nes",10.6347397792843,7.86828937534681,5.88213145049095,18.1806466702081,16.6381874749677,12.3227809750619
"nesd",1.93358905077896,0,0,0,0,0
"net",57.0408769979792,25.5719404698771,32.7718752241639,48.125241185845,48.9358455146108,30.2468260296973
"neur",0,0,0,0,0,0
"ng1",0,0,0,0,0,0
"ng2",0,0,0,0,0,0
"ng3",1.93358905077896,0,0,0,0,0
"ng4",0.966794525389478,0,0,0,0,0
"nht",102.480219691285,104.254834223345,94.1141032078552,68.4447874643129,83.1909373748384,64.9746633230534
"niki",59.9412605741476,47.2097362520808,41.1749201534367,49.1946909899749,55.7868638866563,26.8860675819531
"ninaA",0,0,0,0,0,0
"ninaB",192.392110552506,211.460276962445,210.07612323182,207.473262001198,160.509573287923,190.442978705501
"ninaC",0,0.983536171918351,1.68060898585456,2.13889960825978,0,1.12025281591471
"ninaD",431.190358323707,550.780256274276,264.695915272093,721.878617787675,856.377296505689,678.873206444317
"ninaE",9555.7970889496,12494.8435280507,12606.248002895,12735.0082675787,10830.4813292937,13030.78075472
"ninaG",0,0,0,0,0,0
"nis",4684.11947551202,4414.11033956956,4973.76229363656,4195.45158160155,3347.21183319938,3786.45451779173
"nito",97.6462470643373,85.5676469568965,108.399279587619,96.25048237169,72.425051361624,64.9746633230534
"nkd",3.86717810155791,6.88475320342846,12.6045673939092,2.13889960825978,3.91486764116886,3.36075844774414
"nkt",126.650082826022,166.217613054201,121.003846981528,165.764719640133,179.105194583476,132.189832277936
"nmd",10.6347397792843,5.9012170315101,14.2851763797637,12.8333976495587,15.6594705646755,20.1645506864649
"nmdyn-D6",53.1736988964213,50.1603447678359,33.6121797170912,24.5973454949874,46.9784116940264,45.9303654525033
"nmdyn-D7",1148.5518961627,1158.60561051982,1189.0308574921,948.601976263211,794.718131157279,862.59466825433
"nmo",173.056220044717,134.744455552814,181.505770472292,241.695655733355,237.828209201008,196.044242785075
"noc",5.80076715233687,10.8188978911019,7.56274043634551,3.20834941238967,7.82973528233773,12.3227809750619
"nocte",221.39594631419,176.052974773385,204.193991781329,234.209507104446,221.190021726041,205.006265312393
"nod",1.93358905077896,0,0,1.06944980412989,0.978716910292216,3.36075844774414
"noi",261.034521855159,236.048681260404,287.384136581129,305.862643981148,337.657334050814,282.303709610508
"nol",1.93358905077896,3.9341446876734,8.40304492927279,0,1.95743382058443,4.48101126365886
"nolo",6.76756167772635,3.9341446876734,0.840304492927279,4.27779921651955,7.82973528233773,6.72151689548829
"nom",34.8046029140212,43.2755915644074,35.2927887029457,25.6667952991173,19.5743382058443,35.8480901092709
"nompA",0,0,0,0,0,0
"nompB",0,0.983536171918351,0,0,0.978716910292216,0
"nompC",0,0,0,0,0,0
"nonA",161.454685740043,128.843238521304,186.547597429856,124.056177279067,155.615988736462,200.525254048734
"nonA-l",0.966794525389478,0,5.04182695756367,1.06944980412989,2.93615073087665,2.24050563182943
"nonC",29.0038357616843,30.4896213294689,57.9810100119822,50.2641407941048,37.1912425911042,33.6075844774414
"nop5",305.507070023075,259.653549386445,246.209216427693,395.696427528059,399.316499399224,373.0441876996
"nopo",3.86717810155791,1.9670723438367,0,1.06944980412989,0.978716910292216,2.24050563182943
"nord",98.6130415897268,80.6499660973048,91.5931897290734,63.0975384436634,94.935540298345,63.8544105071387
"norpA",9.66794525389478,8.85182554726516,2.52091347878184,6.41669882477933,2.93615073087665,6.72151689548829
"not",2.90038357616843,0,0.840304492927279,5.34724902064944,1.95743382058443,0
"nrm",187.558137925559,137.695064068569,205.874600767183,145.445173361665,176.169043852599,153.474635780316
"nrv1",100.546630640506,179.987119461058,135.289023361292,254.529053382914,153.658554915878,224.050563182943
"nrv2",286.171179515286,277.357200480975,349.566669057748,252.390153774654,174.211610032014,259.898653292214
"nrv3",49.3065207948634,36.390838360979,42.8555291392912,47.0557913817151,45.0209778734419,48.1708710843327
"nsl1",11.6015343046737,15.7365787506936,29.4106572524548,25.6667952991173,23.4892058470132,11.2025281591471
"nsr",0,1.9670723438367,0,4.27779921651955,0,2.24050563182943
"nst",584.910687860634,636.347903231173,499.140868798804,670.54502718944,795.696848067572,598.215003698458
"ntc",1463.72691143967,1387.76953857679,1497.42260639641,1550.70221598834,1174.46029235066,1319.65781714753
"nub",4.83397262694739,25.5719404698771,10.9239584080546,25.6667952991173,14.6807536543832,13.4430337909766
"nudC",0,0,2.52091347878184,1.06944980412989,0,0
"nudE",54.1404934218108,44.2591277363258,43.6958336322185,55.6113898147542,31.3189411293509,28.0063203978679
"nuf",34.8046029140212,42.2920553924891,48.7376605897822,50.2641407941048,41.1061102322731,64.9746633230534
"nullo",0,0,0,0,0,1.12025281591471
"numb",94.7458634881689,78.6828937534681,86.5513627715097,84.4865345262612,79.2760697336695,98.5822478004949
"nur",0,0,0,0,0,0
"nvd",53.1736988964213,49.1768085959175,21.007612323182,18.1806466702081,28.3827903984743,28.0063203978679
"nvy",0,0,0,0,0,0
"nw",2.90038357616843,3.9341446876734,5.04182695756367,1.06944980412989,1.95743382058443,0
"nwk",24.169863134737,13.7695064068569,31.0912662383093,31.0140443197668,24.4679227573054,45.9303654525033
"nxf2",0,0,0,0,0,0
"nxf4",447.625865255328,441.60774119134,344.524842100184,399.974226744578,340.593484781691,383.126463042832
"nyo",0,0,0,0,0,0
"oaf",0,0,0,0,0,0
"obe",153.720329536927,164.250540710365,195.790946852056,129.403426299717,161.488290198216,165.797416755378
"obst-A",378.983453952675,364.891919781708,347.886060071893,242.765105537485,359.189106077243,159.075899859889
"obst-B",1510.13304865836,2106.73448024911,1683.97020382627,1871.5371572273,2690.4927863933,1629.96784715591
"obst-E",431.190358323707,506.521128537951,401.665547619239,435.266070280865,873.994200890949,532.120087559489
"obst-F",0,0,0,0,0,0
"obst-G",0,0,0,0,0,0
"obst-H",5.80076715233687,8.85182554726516,8.40304492927279,2.13889960825978,0.978716910292216,1.12025281591471
"obst-I",0,0,0,0,0,0
"obst-J",29.9706302870738,34.4237660171423,34.4524842100184,68.4447874643129,45.9996947837341,43.6898598206739
"oc",0,0,0,2.13889960825978,0,1.12025281591471
"ocm",3.86717810155791,4.91768085959175,7.56274043634551,2.13889960825978,2.93615073087665,3.36075844774414
"ocn",4261.63026791682,3867.26422798296,4009.09273575605,3453.25341753541,2543.68524984947,3067.25220997449
"odd",38.6717810155791,35.4073021890606,47.0570516039276,41.7085423610657,74.3824851822084,56.0126407957357
"ogre",293.905535718401,344.237660171423,380.657935296057,422.432672631306,412.039819233023,401.050508097468
"ohgt",650.652715587119,679.62349479558,639.471719117659,660.919978952271,671.39980046046,641.904863519131
"okr",75.4099729803793,68.8475320342846,71.4258818988187,68.4447874643129,72.425051361624,76.1771914822006
"olf186-M",89.9118908612215,94.4194725041617,105.878366108837,60.9586388354037,63.616599168994,94.101236536836
"olf413",327.743344107033,232.114536572731,345.365146593112,467.349564404761,423.78442215653,448.101126365886
"omd",4.83397262694739,9.83536171918351,17.6463943514729,4.27779921651955,12.7233198337988,12.3227809750619
"ome",32.8710138632423,19.670723438367,31.0912662383093,26.7362451032472,40.1273933219809,21.2848035023796
"onecut",8.7011507285053,9.83536171918351,15.9657853656183,1.06944980412989,3.91486764116886,10.0822753432324
"opa",0,0,0,0,0,0
"opm",23.2030686093475,31.4731575013872,23.5285258019638,25.6667952991173,30.3402242190587,21.2848035023796
"or",265.868494482106,246.867579151506,268.057133243802,225.653908671406,309.27454365234,266.620170187702
"orb",49.3065207948634,57.0450979712643,59.6616189978368,53.4724902064944,47.9571286043186,50.4113767161621
"orb2",239.765042296591,219.328566337792,221.840386132802,300.515394960499,274.04073488182,210.607529391966
"ord",131.484055452969,129.826774693222,169.74150757131,104.806080804729,100.807841760098,126.588568198363
"org-1",0,0,0,10.6944980412989,7.82973528233773,0
"orion",216.561973687243,207.526132274772,243.688302948911,218.167760042497,285.785337805327,234.132838526175
"ort",110.214575894401,113.10665977061,119.323237995674,66.3058878560531,70.4676175410395,108.664523143727
"osa",0,0,0,0,0,0
"osi",0,0,0.840304492927279,0,0,0
"osk",0,0,0,0,0,0
"osp",12.5683288300632,11.8024340630202,5.88213145049095,4.27779921651955,7.82973528233773,3.36075844774414
"osy",12.5683288300632,12.7859702349386,7.56274043634551,4.27779921651955,3.91486764116886,14.5632866068913
"otk",0,0,0,0,0,0
"otk2",29.9706302870738,27.5390128137138,17.6463943514729,29.9445945156369,34.2550918602276,29.1265732137826
"otp",0,0,0,0,0,0
"otu",0,0,0,0,0,0
"ouib",38.6717810155791,44.2591277363258,29.4106572524548,34.2223937321564,22.510488936721,24.6455619501237
"out",18.3690959824001,15.7365787506936,28.5703527595275,11.7639478454288,19.5743382058443,21.2848035023796
"ova",11.6015343046737,11.8024340630202,20.1673078302547,12.8333976495587,19.5743382058443,29.1265732137826
"ovm",0,0,0,0,0,0
"ovo",0,0,0,0,0,0
"ox",1805.00537890216,2309.34293166429,1853.71171139758,1694.00848974174,1935.902048558,2148.64490092442
"oxt",378.983453952675,363.90838360979,415.950723999003,426.710471847826,452.167212555004,393.208738386065
"oys",17.4023014570106,4.91768085959175,17.6463943514729,13.9028474536886,9.78716910292216,16.8037922387207
"p",9.66794525389478,5.9012170315101,5.88213145049095,2.13889960825978,0,3.36075844774414
"p-cup",192.392110552506,169.168221569956,225.201604104511,147.584072969925,151.701121095293,164.677163939463
"p115",3.86717810155791,2.95060851575505,5.04182695756367,8.55559843303911,8.80845219262994,0
"p120ctn",1558.47277492784,1792.00290523524,1826.8219676239,1685.4528913087,1831.17933915674,1922.35383210965
"p130CAS",6.76756167772635,12.7859702349386,18.4866988444001,10.6944980412989,27.404073488182,16.8037922387207
"p23",407.98728971436,407.183975174197,373.935499352639,494.085809508009,539.273017571011,489.55048055473
"p24-1",5.80076715233687,9.83536171918351,2.52091347878184,12.8333976495587,12.7233198337988,11.2025281591471
"p24-2",0,0,0,0,0,0
"p38a",1.93358905077896,3.9341446876734,3.36121797170912,0,1.95743382058443,0
"p38b",293.905535718401,322.599864389219,268.897437736729,360.404583991772,432.592874349159,454.822643261374
"p38c",42.538959117137,38.3579107048157,37.8137021817275,43.8474419693254,53.8294300660719,45.9303654525033
"p47",910.720442916888,892.067307929944,868.874845686806,948.601976263211,964.036156637833,965.657927318484
"p53",0,0.983536171918351,0,1.06944980412989,0.978716910292216,1.12025281591471
"pAbp",4670.58435215657,4930.46682982669,3826.74666079083,6574.97739579056,4868.13791179348,3994.82154155187
"pHCl-1",55.1072879472003,28.5225489856322,39.4943111675821,43.8474419693254,30.3402242190587,44.8101126365886
"pHCl-2",9.66794525389478,0,0.840304492927279,2.13889960825978,0,1.12025281591471
"pad",58.9744660487582,44.2591277363258,53.7794875473458,55.6113898147542,62.6378822587018,51.5316295320769
"pain",51.2401098456423,58.0286341431827,65.5437504483277,58.8197392271439,63.616599168994,61.6139048753093
"pall",234.931069669643,249.818187667261,233.604649033784,222.445559259017,253.487679765684,215.088540655625
"pan",1058.64000530148,645.199728778438,813.414749153606,965.713173129289,878.88778544241,989.183236452693
"papi",27.0702467109054,34.4237660171423,23.5285258019638,43.8474419693254,22.510488936721,51.5316295320769
"par-1",637.117592231666,639.298511746928,684.007857242805,821.337449571755,797.654281888156,841.30986475195
"par-6",94.7458634881689,124.909093833631,106.718670601764,122.986727474937,131.148065979157,113.145534407386
"para",756.033318854572,561.599154165378,865.513627715097,1166.76973630571,826.03707228663,712.480790921758
"park",0,1.9670723438367,0.840304492927279,0,2.93615073087665,1.12025281591471
"parvin",0,0,0,0,0,0
"pasha",14.5019178808422,18.6871872664487,22.6882213090365,12.8333976495587,23.4892058470132,23.525309134209
"pasi1",1.93358905077896,0.983536171918351,0.840304492927279,1.06944980412989,0,0
"pasi2",3.86717810155791,14.7530425787753,7.56274043634551,5.34724902064944,16.6381874749677,11.2025281591471
"path",0.966794525389478,7.86828937534681,10.9239584080546,2.13889960825978,2.93615073087665,3.36075844774414
"pav",75.4099729803793,56.061561799346,57.9810100119822,52.4030404023645,67.5314668101629,64.9746633230534
"pb",0,0,0,0,0,0
"pbl",1.93358905077896,2.95060851575505,5.04182695756367,1.06944980412989,0.978716910292216,2.24050563182943
"pch2",8.7011507285053,15.7365787506936,3.36121797170912,3.20834941238967,5.8723014617533,3.36075844774414
"pck",0,0,0,0,0,0
"pcm",0,0,0,0,0,0
"pcs",426.35638569676,405.216902830361,407.54767906973,488.738560487359,479.571286043186,532.120087559489
"pcx",0,0,0,0,0,0
"pdgy",12.5683288300632,18.6871872664487,18.4866988444001,17.1111968660782,10.7658860132144,16.8037922387207
"pdm2",1.93358905077896,0.983536171918351,4.20152246463639,0,1.95743382058443,0
"pdm3",0,0,0.840304492927279,0,0,1.12025281591471
"pds5",0,0,0,1.06944980412989,0,3.36075844774414
"pea",149.853151435369,172.118830085711,154.616026698619,217.098310238367,248.594095214223,229.651827262516
"peb",34.8046029140212,39.341446876734,45.3764426180731,41.7085423610657,50.8932793351952,63.8544105071387
"peg",585.877482386024,649.133873466112,484.015387926113,659.850529148141,757.526888566175,615.018795937178
"pelo",479.530084593181,453.41017525436,494.939346334167,455.585616559333,485.443587504939,466.025171420521
"pen-2",2.90038357616843,0,0,2.13889960825978,3.91486764116886,3.36075844774414
"peng",164.355069316211,175.069438601466,155.456331191547,237.417856516835,260.338698137729,219.569551919284
"peo",0.966794525389478,5.9012170315101,4.20152246463639,4.27779921651955,5.8723014617533,1.12025281591471
"per",0,0,0,0,0,0
"pes",22.236274083958,33.4402298452239,5.04182695756367,8.55559843303911,10.7658860132144,11.2025281591471
"pgc",0,0,0,0,0,0
"ph-d",0.966794525389478,5.9012170315101,5.88213145049095,2.13889960825978,2.93615073087665,2.24050563182943
"ph-p",5.80076715233687,6.88475320342846,5.04182695756367,6.41669882477933,15.6594705646755,7.841769711403
"pho",29.9706302870738,40.3249830486524,33.6121797170912,33.1529439280265,31.3189411293509,29.1265732137826
"phol",10.6347397792843,4.91768085959175,5.04182695756367,8.55559843303911,13.702036744091,6.72151689548829
"phr",0,0,0.840304492927279,1.06944980412989,0,0
"phr6-4",0,0,0,0,0,0
"phtf",1307.10619832657,1177.29279778627,1352.04992911999,1229.86727474937,1208.71538421089,1268.12618761546
"phtm",0.966794525389478,0,0,1.06944980412989,1.95743382058443,0
"phu",9.66794525389478,0,2.52091347878184,6.41669882477933,11.7446029235066,10.0822753432324
"phyl",146.952767859201,126.876166177467,128.566587417874,102.667181196469,140.935235082079,134.430337909766
"pic",482.43046816935,486.850405099584,471.410820532203,605.308589137517,584.293995444453,544.442868534551
"pico",224.296329890359,206.542596102854,183.186379458147,199.987113372289,193.785948237859,194.92398996916
"pie",0,0,0,0,0,0
"pigeon",2.90038357616843,0,0,0,0,0
"pigs",7.73435620311583,1.9670723438367,5.88213145049095,4.27779921651955,2.93615073087665,6.72151689548829
"pim",0,0,0,0,0,0
"pins",295.83912476918,295.060851575505,358.810018479948,332.598889084395,345.487069333152,455.942896077289
"pinta",3.86717810155791,0,1.68060898585456,0,0,0
"pio",80.2439456073267,137.695064068569,158.817549163256,139.028474536886,137.999084351202,210.607529391966
"pip",588.777865962192,600.940601042112,581.490709105677,690.864573467908,885.738803814455,640.784610703217
"pippin",28.0370412362949,13.7695064068569,46.2167471110003,37.4307431445461,42.0848271425653,33.6075844774414
"pira",0,0,0,0,0,0
"pirk",0,0,0,3.20834941238967,0,0
"pit",2.90038357616843,6.88475320342846,0.840304492927279,2.13889960825978,1.95743382058443,0
"pita",41.5721645917476,47.2097362520808,47.0570516039276,42.7779921651955,35.2338087705198,33.6075844774414
"piwi",0,0,0,0,0,0
"pix",18.3690959824001,11.8024340630202,13.4448718868365,11.7639478454288,12.7233198337988,11.2025281591471
"pk",13.5351233554527,16.720114922612,33.6121797170912,19.250096474338,27.404073488182,21.2848035023796
"pkaap",428.289974747539,425.871162440646,406.707374576803,411.738174590007,481.52871986377,432.41758694308
"pkm",67.6756167772635,59.012170315101,31.0912662383093,65.2364380519232,48.9358455146108,389.847979938321
"ple",47.3729317440844,43.2755915644074,40.3346156605094,55.6113898147542,47.9571286043186,61.6139048753093
"plh",16.4355069316211,14.7530425787753,11.7642629009819,7.48614862890922,2.93615073087665,8.96202252731772
"pll",0,0,0,0,0,0
"plu",4.83397262694739,7.86828937534681,5.88213145049095,7.48614862890922,1.95743382058443,2.24050563182943
"plum",34.8046029140212,55.0780256274276,57.140705519055,50.2641407941048,48.9358455146108,41.4493541888444
"plx",3.86717810155791,0.983536171918351,4.20152246463639,6.41669882477933,0.978716910292216,10.0822753432324
"pn",212.694795585685,216.377957822037,200.83277380962,275.918049465511,218.253870995164,244.215113869408
"png",7.73435620311583,3.9341446876734,9.24334942220007,11.7639478454288,8.80845219262994,8.96202252731772
"pnr",0,0,0,0,0,0
"pns",4.83397262694739,8.85182554726516,14.2851763797637,9.625048237169,24.4679227573054,15.683539422806
"pnt",41.5721645917476,43.2755915644074,42.8555291392912,65.2364380519232,60.6804484381174,71.6961802185417
"pnut",1.93358905077896,1.9670723438367,4.20152246463639,2.13889960825978,7.82973528233773,4.48101126365886
"pod1",0,0.983536171918351,0,1.06944980412989,2.93615073087665,2.24050563182943
"poe",0,0,0,0,0,0
"polo",63.8084386757056,79.6664299253864,84.0304492927279,62.0280886395335,31.3189411293509,62.734157691224
"polybromo",275.536439736001,243.916970635751,233.604649033784,270.570800444862,311.231977472925,285.664468058252
"polyph",0,0,0,0,0,0
"pon",13.5351233554527,19.670723438367,7.56274043634551,16.0417470619483,18.5956212955521,23.525309134209
"pont",729.929866669056,673.72227776407,711.737905509405,704.767420921597,647.910594613447,648.62638041462
"por",0,0,0,0,0,0
"porin",15.4687124062317,11.8024340630202,31.9315707312366,19.250096474338,18.5956212955521,17.9240450546354
"pot",0.966794525389478,1.9670723438367,0,0,0,0
"ppan",78.3103565565477,62.9463150027745,70.5855774058914,110.153329825379,99.829124849806,99.7025006164096
"ppk",42.538959117137,40.3249830486524,43.6958336322185,57.750289423014,65.5740329895785,59.3733992434799
"ppk10",53.1736988964213,74.7487490657947,41.1749201534367,25.6667952991173,32.2976580396431,22.4050563182943
"ppk11",0,0,0,0,0,0
"ppk12",59.9412605741476,52.1274171116726,19.3270033373274,29.9445945156369,33.2763749499353,26.8860675819531
"ppk13",4.83397262694739,1.9670723438367,9.24334942220007,6.41669882477933,1.95743382058443,1.12025281591471
"ppk14",0.966794525389478,0,0,0,1.95743382058443,1.12025281591471
"ppk15",8.7011507285053,9.83536171918351,7.56274043634551,18.1806466702081,18.5956212955521,11.2025281591471
"ppk16",0,0,0,0,0,0
"ppk17",0,0,1.68060898585456,5.34724902064944,6.85101837204551,7.841769711403
"ppk18",3.86717810155791,4.91768085959175,7.56274043634551,6.41669882477933,7.82973528233773,17.9240450546354
"ppk19",0,0.983536171918351,3.36121797170912,4.27779921651955,2.93615073087665,0
"ppk20",0,0,0,0,0,0
"ppk21",0,0,0,0,0,0
"ppk22",29.0038357616843,23.6048681260404,23.5285258019638,53.4724902064944,36.212525680812,43.6898598206739
"ppk23",4.83397262694739,0.983536171918351,0.840304492927279,4.27779921651955,11.7446029235066,12.3227809750619
"ppk24",0,0,0,2.13889960825978,0,0
"ppk25",10.6347397792843,7.86828937534681,1.68060898585456,2.13889960825978,7.82973528233773,12.3227809750619
"ppk26",31.9042193378528,33.4402298452239,21.8479168161093,33.1529439280265,38.1699595013964,29.1265732137826
"ppk27",0,0,0.840304492927279,0,0,0
"ppk28",0,0,0,0,0,0
"ppk29",0,0,0,0,0,0
"ppk3",2.90038357616843,4.91768085959175,2.52091347878184,3.20834941238967,10.7658860132144,8.96202252731772
"ppk30",0,1.9670723438367,0,0,0,0
"ppk31",0,0,2.52091347878184,3.20834941238967,0,0
"ppk5",0.966794525389478,0,2.52091347878184,1.06944980412989,0,2.24050563182943
"ppk6",74.4431784549898,92.452400160325,66.384054941255,32.0834941238967,16.6381874749677,24.6455619501237
"ppk7",1.93358905077896,0,0,0,0,3.36075844774414
"ppk8",0,0,0,0,0,0
"ppk9",0,0,0,0,0,0
"ppl",1805.00537890216,1806.75594781401,1673.04624541821,1634.11930071047,1617.81905271303,1592.99950423072
"pps",0,0,0,0,0,0
"pr",1077.00910128388,1506.77741537891,1257.09552141921,1122.92229433638,1764.62658925687,1296.13250801332
"prage",34.8046029140212,33.4402298452239,24.3688302948911,21.3889960825978,29.3615073087665,25.7658147660384
"prc",1718.96066614249,2443.10385104518,2067.14905260111,3408.33652576195,3854.18719273075,3000.0370410196
"prd",3.86717810155791,17.7036510945303,14.2851763797637,21.3889960825978,4.89358455146108,16.8037922387207
"prd1",1.93358905077896,0,0,0,0,2.24050563182943
"pre-lola-G",5.80076715233687,1.9670723438367,3.36121797170912,1.06944980412989,1.95743382058443,5.60126407957357
"pre-mod(mdg4)-AA",0,0,0,0,0,0
"pre-mod(mdg4)-AB",0,0,0,0,0,0
"pre-mod(mdg4)-AD",0,0,0,0,0,0
"pre-mod(mdg4)-AE",0,0,0,0,0,0
"pre-mod(mdg4)-B",0.966794525389478,0,0,2.13889960825978,0,0
"pre-mod(mdg4)-C",0,0,0,0,0,0
"pre-mod(mdg4)-E",0.966794525389478,0.983536171918351,0,0,0,0
"pre-mod(mdg4)-G",0,0,0,0,0,0
"pre-mod(mdg4)-H",0,0,0,0,0,0
"pre-mod(mdg4)-I",0,0,0,0,0,0
"pre-mod(mdg4)-J",0,0,0,0,0,0
"pre-mod(mdg4)-K",0,0,0,0,0,0
"pre-mod(mdg4)-L",0,0,0,0,0,0
"pre-mod(mdg4)-N",0,0,0,0,0,0
"pre-mod(mdg4)-O",0,0,0,0,0,0
"pre-mod(mdg4)-P",0,0,0,0,0,0
"pre-mod(mdg4)-T",0,0,0,0,0,0
"pre-mod(mdg4)-U",0,0,0,0,0,0
"pre-mod(mdg4)-V",0,0,0,0,0,0
"pre-mod(mdg4)-W",0,0,0,0,0,0
"pre-mod(mdg4)-X",0,0,0,0,0,0
"pre-mod(mdg4)-Y",0,0,0,0,0,0
"pre-mod(mdg4)-Z",0,0,0,0,0,0
"pre-rRNA:CR45845",7.73435620311583,7.86828937534681,0.840304492927279,2.13889960825978,1.95743382058443,0
"pre-rRNA:CR45846",0,0,0.840304492927279,0,0,0
"pre-rRNA:CR45847",21.2694795585685,19.670723438367,10.9239584080546,8.55559843303911,4.89358455146108,1.12025281591471
"pre-rRNA:CR45856",1462.76011691428,1493.99144514397,210.916427724747,478.04406244606,218.253870995164,86.259466825433
"prel",0,0,0,0,0,0
"prg",0,0,0,0,0,0
"prim",87.011507285053,74.7487490657947,63.0228369695459,72.7225866808324,93.9568233880527,81.7784555617742
"primo-1",0,0,0,0,0,0
"primo-2",0,0,0,0,0,0
"prod",249.432987550485,193.756625867915,207.555209753038,231.001157692056,267.189716509775,235.25309134209
"prom",21.2694795585685,33.4402298452239,33.6121797170912,17.1111968660782,30.3402242190587,11.2025281591471
"promL",111.18137041979,95.40300867608,106.718670601764,89.8337835469106,69.4889006307473,69.4556745867123
"pros",23.2030686093475,26.5554766417955,28.5703527595275,22.4584458867277,9.78716910292216,5.60126407957357
"prt",146.952767859201,86.5511831288149,115.962020023964,106.944980412989,103.743992490975,91.8607309050066
"prtp",5.80076715233687,4.91768085959175,13.4448718868365,4.27779921651955,4.89358455146108,1.12025281591471
"ps",39.6385755409686,25.5719404698771,33.6121797170912,24.5973454949874,11.7446029235066,40.3291013729297
"psd",0.966794525389478,0,0,2.13889960825978,0,0
"psh",205.927233907959,298.994996263179,272.258655708438,468.419014208891,553.953771225394,418.974553152103
