"","CSM1","CSM2","CSM3","WRM1","WRM2","WRM3"
"CG14957",10.6347397792843,10.8188978911019,19.3270033373274,8.55559843303911,4.89358455146108,5.60126407957357
"CG14958",24.169863134737,35.4073021890606,29.4106572524548,12.8333976495587,1.95743382058443,11.2025281591471
"CG14960",21.2694795585685,28.5225489856322,9.24334942220007,4.27779921651955,4.89358455146108,6.72151689548829
"CG14961",24437.6652182698,20806.7077169327,10236.5893328401,43588.635116726,39114.4213198284,44467.3152749187
"CG14963",35.7713974394107,54.0944894555093,62.1825324766186,32.0834941238967,42.0848271425653,23.525309134209
"CG14965",68.642411302653,61.9627788308561,39.4943111675821,44.9168917734553,45.9996947837341,45.9303654525033
"CG14966",71.5427948788214,86.5511831288149,67.2243594341823,69.5142372684428,52.8507131557797,76.1771914822006
"CG14968",0,1.9670723438367,0.840304492927279,0,0,0
"CG14969",358.680768919496,439.640668847503,435.27772733633,389.279728703279,501.103058069615,404.411266545212
"CG14971",389.61819373196,346.20473251526,410.908897041439,443.821668713904,428.678006707991,423.455564415762
"CG14974",0,0,0,0,0,0
"CG14982",24.169863134737,26.5554766417955,25.2091347878184,22.4584458867277,45.9996947837341,39.208848557015
"CG14983",106.347397792843,83.6005746130598,84.8707537856552,70.5836870725726,80.2547866439617,67.2151689548829
"CG14984",0,0,0,0,0,0
"CG14985",7.73435620311583,9.83536171918351,10.9239584080546,4.27779921651955,1.95743382058443,2.24050563182943
"CG14989",1522.70137748843,1268.76166177467,1652.03863309503,1996.6627843105,1498.41558965738,1829.37284838873
"CG14990",142.118795232253,126.876166177467,118.482933502746,142.236823949275,109.616293952728,153.474635780316
"CG14995",3.86717810155791,0,6.72243594341823,18.1806466702081,10.7658860132144,14.5632866068913
"CG15005",194.325699603285,109.172515082937,221.000081639874,69.5142372684428,86.127088105715,44.8101126365886
"CG15011",144.052384283032,101.30422570759,106.718670601764,144.375723557535,148.764970364417,161.316405491719
"CG15012",855.613154969688,1058.28492098415,733.585822325514,1007.42171549036,992.418947036307,939.892112552445
"CG15014",209.794412009517,200.641379071344,208.395514245965,151.861872186444,210.424135712826,196.044242785075
"CG15019",0,0,0,0,0,2.24050563182943
"CG15020",42.538959117137,56.061561799346,57.140705519055,33.1529439280265,73.4037682719162,60.4936520593946
"CG15021",2078.60822958738,3126.66149052844,2575.53327082211,1687.59179091696,5074.64717986514,1877.54371947306
"CG15022",0,0,0,0,0,0
"CG15023",0,1.9670723438367,0,0,0,2.24050563182943
"CG15024",51.2401098456423,100.320689535672,68.0646639271096,32.0834941238967,50.8932793351952,42.5696070047591
"CG15025",690.291291128087,645.199728778438,789.045918858715,665.197778168791,549.060186673933,566.847924852845
"CG15027",30.9374248124633,53.1109532835909,44.5361381251458,67.375337660183,58.723014617533,78.41769711403
"CG1503",0,0,1.68060898585456,2.13889960825978,0,0
"CG15034",15.4687124062317,9.83536171918351,16.8060898585456,14.9722972578184,0.978716910292216,5.60126407957357
"CG15035",1068.30795055537,953.046550588882,1019.28934992079,742.198164066143,633.229840959064,653.107391678279
"CG15036",6.76756167772635,7.86828937534681,10.9239584080546,20.3195462784679,11.7446029235066,10.0822753432324
"CG1504",0,0,0,0,0,0
"CG15040",94.7458634881689,111.139587426774,135.289023361292,157.209121207094,115.488595414481,105.303764695983
"CG15042",14.5019178808422,19.670723438367,36.9733976888003,24.5973454949874,13.702036744091,23.525309134209
"CG15043",0,0,0.840304492927279,0,0,0
"CG15044",105.380603267453,51.1438809397542,13.4448718868365,150.792422382314,129.190632158572,295.746743401485
"CG15046",53.1736988964213,67.8639958623662,50.4182695756367,72.7225866808324,110.59501086302,105.303764695983
"CG15047",12.5683288300632,6.88475320342846,12.6045673939092,1.06944980412989,0.978716910292216,1.12025281591471
"CG15056",51.2401098456423,41.3085192205707,58.8213145049095,47.0557913817151,34.2550918602276,35.8480901092709
"CG15059",0,0,0,0,0.978716910292216,0
"CG15071",46.406137218695,46.2262000801625,31.0912662383093,21.3889960825978,16.6381874749677,17.9240450546354
"CG15073",0,0,0,0,0,2.24050563182943
"CG15080",1599.0781449942,1855.93275640993,1827.66227211683,710.114669942246,1079.52475205231,675.512447996573
"CG15082",0,0,0,0,0.978716910292216,0
"CG15083",1030.60296406518,1187.12815950545,904.167634389752,1364.61795006974,1801.81783184797,1386.87298610242
"CG15084",56.0740824725897,61.9627788308561,47.0570516039276,55.6113898147542,58.723014617533,60.4936520593946
"CG15093",0,0,0,0,0,0
"CG15096",6.76756167772635,3.9341446876734,8.40304492927279,5.34724902064944,7.82973528233773,39.208848557015
"CG15097",0,0,0,0,0,0
"CG15098",4393.11432336979,4434.76459917984,3315.84152909104,3252.19685435899,3692.69890253253,3609.45457287721
"CG15099",0,1.9670723438367,0,4.27779921651955,0,0
"CG15107",0,0,0,0,0,0
"CG15109",0,0,0,0,0,0
"CG15111",41.5721645917476,44.2591277363258,45.3764426180731,21.3889960825978,35.2338087705198,32.4873316615267
"CG15115",0,0,7.56274043634551,0,0.978716910292216,0
"CG15117",29.9706302870738,23.6048681260404,25.2091347878184,31.0140443197668,24.4679227573054,39.208848557015
"CG15118",37.7049864901896,27.5390128137138,42.0152246463639,45.9863415775852,32.2976580396431,34.7278372933561
"CG15120",8.7011507285053,23.6048681260404,21.8479168161093,22.4584458867277,20.5530551161365,25.7658147660384
"CG15124",656.453482739456,710.113116125049,719.300645945751,441.682769105644,443.358760362374,426.816322863506
"CG15125",0,0.983536171918351,0,1.06944980412989,0,4.48101126365886
"CG15126",2.90038357616843,0,0.840304492927279,1.06944980412989,0,14.5632866068913
"CG15127",3.86717810155791,3.9341446876734,0.840304492927279,7.48614862890922,11.7446029235066,33.6075844774414
"CG15128",3483.36067497829,3410.90344421284,3579.69713987021,3105.6822311932,2572.06804024794,2601.22703855397
"CG1513",70.5760003534319,65.8969235185295,61.3422279836914,108.014430217119,99.829124849806,99.7025006164096
"CG15130",0,0.983536171918351,0,0,0,0
"CG15136",64.775233201095,73.7652128938763,72.266186391746,41.7085423610657,34.2550918602276,44.8101126365886
"CG15140",0,0,0.840304492927279,0,0,0
"CG15141",321.942576954696,258.670013214526,245.368911934765,263.084651815953,252.508962855392,265.499917371787
"CG15142",46.406137218695,41.3085192205707,39.4943111675821,41.7085423610657,35.2338087705198,33.6075844774414
"CG15143",444.72548167916,396.365077283095,524.350003586622,291.95979652746,283.827903984743,323.753063799352
"CG15144",655.486688214066,626.51254151199,726.023081889169,510.127556569957,424.763139066822,421.215058783933
"CG15145",518.20186560876,537.01074986742,547.878529388586,574.29454481775,380.720878103672,478.347952395583
"CG15147",341.278467462486,298.01146009126,327.718752241639,315.487692218317,236.849492290716,245.335366685322
"CG15152",0,0,0,0,0,0
"CG15153",2.90038357616843,0.983536171918351,0,0,1.95743382058443,1.12025281591471
"CG15155",0,0,0,0,0,0
"CG15160",0,0,0,0,0,0
"CG15167",108.280986843622,110.156051254855,154.616026698619,84.4865345262612,89.0632388365917,77.2974442981153
"CG15169",137.284822605306,133.760919380896,22.6882213090365,31.0140443197668,88.0845219262994,36.9683429251856
"CG15170",0,0,0,0,0,0
"CG15172",0,0,0,0,0,0
"CG15177",0,0,0,0,0,0
"CG15185",48.3397262694739,36.390838360979,47.8973560968549,14.9722972578184,11.7446029235066,24.6455619501237
"CG15186",11.6015343046737,23.6048681260404,27.7300482666002,4.27779921651955,10.7658860132144,11.2025281591471
"CG15196",0,0,0,0,0,0
"CG15198",766.668058633856,818.302095036068,815.09535813946,611.725287962296,563.740940328316,528.759329111745
"CG15199",1.93358905077896,0,1.68060898585456,5.34724902064944,0,0
"CG15200",1143.71792353575,976.651418714922,987.357779189553,628.836484828375,483.486153684355,483.949216475157
"CG15201",565.574797352845,563.566226509215,442.000163279749,701.559071509207,624.421388766434,849.151634463354
"CG15202",1.93358905077896,0.983536171918351,5.04182695756367,4.27779921651955,0,2.24050563182943
"CG15203",5.80076715233687,4.91768085959175,2.52091347878184,0,6.85101837204551,2.24050563182943
"CG15208",3.86717810155791,5.9012170315101,2.52091347878184,6.41669882477933,1.95743382058443,5.60126407957357
"CG15209",988.064004948047,783.878329018926,673.08389883475,1015.97731392339,1264.50224809754,1018.30980966648
"CG15210",283.270795939117,282.274881340567,245.368911934765,305.862643981148,347.444503153737,401.050508097468
"CG15211",0,0,0,0,0,1.12025281591471
"CG15212",711.560770686656,941.244116525862,610.901366358132,671.61447699357,1057.99298002589,792.018740851703
"CG15213",374.149481325728,423.904090096809,334.441188185057,649.156031106842,707.612326141272,851.392140095183
"CG15219",0,0,0,0,0,0
"CG15221",33.8378083886317,14.7530425787753,36.133093195873,71.6531368767025,33.2763749499353,88.4999724572624
"CG15225",0,1.9670723438367,0,0,0,1.12025281591471
"CG1523",254.266960177433,232.114536572731,238.646475991347,289.8208969192,287.742771625911,212.848035023796
"CG15233",89.9118908612215,137.695064068569,104.197757122983,29.9445945156369,33.2763749499353,40.3291013729297
"CG15236",0.966794525389478,0,0,0,0,1.12025281591471
"CG15237",107.314192318232,115.073732114447,98.3156256724916,124.056177279067,113.531161593897,141.151854805254
"CG15239",1094.41140274089,920.589856915576,964.669557880516,139.028474536886,453.145929465296,137.79109635751
"CG15247",83.1443291834951,86.5511831288149,82.3498403068733,120.847827866677,105.701426311559,170.278428019037
"CG15249",18.3690959824001,19.670723438367,22.6882213090365,20.3195462784679,46.9784116940264,40.3291013729297
"CG15252",0,0,0,0,0,0
"CG15253",0,0,0,0,0,0
"CG15254",0,0,0,0,0,0
"CG15255",0,0,0,0,0,0
"CG15256",133.417644503748,128.843238521304,115.962020023964,170.042518856652,154.63727182617,115.386040039216
"CG15258",587.811071436803,648.150337294193,678.966030285241,530.447102848425,424.763139066822,573.569441748334
"CG15260",734.763839296003,764.207605580559,826.019316547515,721.878617787675,530.464565378381,635.183346623643
"CG15262",247.499398499706,262.6041579022,310.072357890166,213.889960825978,211.402852623119,229.651827262516
"CG15263",0,2.95060851575505,0,0,0,0
"CG15269",0,0,0,0,3.91486764116886,2.24050563182943
"CG15278",58.0076715233687,54.0944894555093,67.2243594341823,40.6390925569358,25.4466396675976,24.6455619501237
"CG15279",4.83397262694739,2.95060851575505,0,14.9722972578184,7.82973528233773,12.3227809750619
"CG15282",9.66794525389478,0.983536171918351,4.20152246463639,6.41669882477933,0,1.12025281591471
"CG15283",352.88000176716,350.138877202933,384.019153267766,213.889960825978,147.786253454125,203.886012496478
"CG15286",0,0,0,0,0,0
"CG1529",0,0,0,0,0,0
"CG15293",0.966794525389478,0,0,1.06944980412989,0,1.12025281591471
"CG15296",0,0,0,0,0,0
"CG15306",0,0,0,0,0,0
"CG15308",0,0,0,0,0,0
"CG15312",6.76756167772635,6.88475320342846,7.56274043634551,3.20834941238967,11.7446029235066,7.841769711403
"CG15317",91.8454799120004,96.3865448479984,76.4677088563824,77.000385897352,90.0419557468839,124.348062566533
"CG1532",0.966794525389478,0,0,0,0,1.12025281591471
"CG15322",0,1.9670723438367,0.840304492927279,0,0,0
"CG15330",102.480219691285,70.8146043781213,63.0228369695459,67.375337660183,57.7442977072407,73.9366858503711
"CG15332",74.4431784549898,53.1109532835909,69.7452729129641,48.125241185845,50.8932793351952,70.575927402627
"CG15333",265.868494482106,257.686477042608,236.125562512565,222.445559259017,206.509268071658,257.658147660384
"CG15336",39.6385755409686,47.2097362520808,26.8897437736729,13.9028474536886,32.2976580396431,28.0063203978679
"CG15337",239.765042296591,242.933434463833,242.847998455984,256.667952991173,208.466701892242,197.16449560099
"CG15343",69.6092058280424,55.0780256274276,41.1749201534367,67.375337660183,84.1696542851306,77.2974442981153
"CG15347",0,0,0,0,0,0
"CG15353",3.86717810155791,0,0,0,0,0
"CG15356",132.450849978359,96.3865448479984,126.885978432019,147.584072969925,150.722404185001,107.544270327813
"CG15357",0,0,0,0,0,0
